,True Ad Prices,Predicted Ad Prices
8970,2899999,2934411.0317452545
1048,2280000,2337812.861993262
24142,1690000,2012879.863423182
5049,1450000,1312824.4167311988
15686,8499000,8733386.817454822
2012,9250000,9454608.379496278
19111,180000,353881.1347551724
6116,599000,1134979.8249304078
5439,2299000,2369272.156651335
27385,585000,382287.9202446945
704,149999,315656.08288595773
15966,1190000,1339316.157684078
24269,5390000,7021423.495418813
18011,3999999,4572476.204381254
340,270000,1890688.799716898
19265,449999,1390995.4422558658
7967,10800000,11698698.789354254
17950,8650000,10266395.5473338
23343,560000,893968.1419885346
26245,1280000,1423776.702710345
25139,590000,443035.0229430634
12592,599000,1164691.1455588688
3140,2150000,2549532.2350831195
28348,1995000,1799134.522088989
2260,1990000,1802066.2078713584
27355,559000,604989.9988347691
4222,865000,872182.9052706998
10672,2049000,1887402.0342576876
19051,2049000,1781130.6157757645
5308,5590000,4393946.161745829
27748,5390000,5272458.96146973
5295,1100000,1660339.511492473
9786,350000,353881.1347551724
19251,599000,353881.1347551724
24605,1296000,1503959.4369689699
8962,94000,315656.08288595773
741,2500000,2160409.8612378356
13705,2959999,2529480.0968186464
8150,515000,1030079.3064167721
17590,2750000,1665161.5309718223
21683,1599000,1693197.571083341
327,2490000,2838315.5591348056
27666,150000,333107.38097027683
13887,1250000,1548604.8443924214
5614,2190000,2128701.757035604
5062,10850000,10137892.522708606
26976,7799000,7743578.762078415
8629,1929000,2016004.1098078743
16451,2599000,2181807.6387243522
3111,2199000,2188608.2867326457
14882,1530000,1316689.5249819893
11107,7894670,7629087.506024258
10519,599000,622438.3156067774
26619,8899000,7890892.328832678
8132,2950000,2630568.458540184
27531,5590000,5983945.220016986
22286,5199000,5105807.168351138
24568,8066050,9094846.396649677
1000,7720000,8056524.297767198
4245,5390000,4475699.433943357
1793,1599000,1669136.5887516178
7136,1250000,1439709.9024282007
16781,2800000,2350961.3870176496
7042,2085000,2804504.814853738
10254,1290000,1263466.6893006572
14349,1895000,1648844.586864537
16709,1479000,1934625.9628167436
18768,2490000,2582830.6068174965
3213,8064000,7080752.792905105
24573,1990000,2468474.760368245
9881,2799999,2172205.6086070756
21412,1479000,1074703.6547940248
27130,550000,428786.1332868963
12425,1440000,2086169.0431747949
15184,7796000,7058335.268864253
17012,590000,334472.3140746446
4970,7999000,8748692.0143916
6977,1499000,1172115.1102762537
12136,2190000,1898193.1658871244
16827,2690000,2699470.8881366355
2753,1250000,1287400.6105719348
23451,1990000,1749827.2290273549
5375,1499999,1520688.0251565527
3145,9500000,5764480.411422638
16961,159999,388381.13243124227
13694,2960000,2465944.2025667406
26911,8299000,7827943.110411588
16968,5344000,5131141.12044756
4733,2999000,2448522.9514767206
25485,550000,354179.9558615119
3085,7796000,6895855.86945649
19855,1500000,1779466.0636591383
14618,1950000,2097488.599998531
16551,2540000,2539854.9998349105
23239,2285000,2117745.5524311713
13737,2099000,2131293.589400807
17470,150000,353881.1347551724
4276,2599000,2329090.552190253
21820,2490000,2015959.5841651172
26763,1990000,2347663.097908326
486,590000,472729.05987248797
2514,4100000,2461051.10507264
3549,1999000,3188999.4629899254
27739,7999999,8460110.49158387
13477,7890000,9058391.697389983
17673,2499000,2387770.2887618677
4663,1690000,1989215.0349807902
2648,2799000,2515972.1012199116
28392,549999,1163171.0176637927
5685,4030000,3826977.9187714704
27273,1949000,2139782.3242439814
23604,10890000,10051817.480915805
7777,1290000,2151428.4304412645
9137,2190000,2476218.721532518
15987,2500000,1764418.5070349567
4332,199000,315656.08288595773
28479,5090000,4049147.1167425215
26755,8480000,10174875.86874057
20422,2289000,1669751.653421002
5274,99999,609873.8288013941
18261,100000,353881.1347551724
3370,11990000,11640308.841876717
14151,380000,412261.2111845071
16857,169000,315656.08288595773
24620,950000,1044943.0847880752
10944,5195000,4912446.3719434235
13596,1600000,1578579.3250052552
26926,12222222,9232763.145709714
20079,985000,863050.5327423657
11984,2900000,2246735.3533087415
1863,10898000,10492750.765771903
23704,2250000,2519221.4957892257
5453,460000,955155.103175152
10611,12200000,10500230.49015757
18239,999999,1526628.5974662022
19213,9990000,8081112.670928629
19023,4999000,5620079.452442762
6168,8050000,8129803.818739125
26393,387000,318600.4798090243
22522,2499990,2390551.056378186
19860,100000,315656.08288595773
20274,1995000,2396307.489276122
13650,15490000,11677282.33503664
4559,199000,1226324.587769107
18610,10929000,10000665.395956546
25057,2599999,2339358.9670562674
18464,590000,859306.9722580329
1239,149000,390648.03265448834
14949,8323000,7797157.171656107
8977,5250000,4238179.73043383
19371,159000,318600.4798090243
23112,2000000,2502416.401439416
21944,1450000,1387066.0492598452
1702,12600000,10220561.619189303
14785,920000,1942329.5107098822
7620,1480000,1479446.4689792977
7413,4999999,4678825.846669981
2723,8500000,8595571.055055339
22855,2199000,2193996.977846753
17936,700000,756762.4665092261
13625,199000,315656.08288595773
4295,9900000,7039685.6388984
16453,1690000,1165905.297045598
26517,470000,615993.4311361347
14842,1599000,1822021.9481549368
27285,150000,334472.3140746446
10226,2990000,2800881.038105038
23845,2799900,2228761.985111815
3012,10876900,11354584.93794821
22122,2750000,2458040.9911409267
10555,1998000,1936587.234262196
21261,345000,334472.3140746446
10720,16680000,13680162.496537058
25273,550000,1987976.759759152
205,4999000,4978706.818907761
10703,2200000,2351552.8496125736
5556,8750000,8757994.983100172
18583,1999000,1634083.1744406149
13879,2890000,2816019.0052515315
11741,85000,315656.08288595773
20658,3290000,3046385.8696863423
6110,2280000,1839026.352168412
26665,529000,388848.4914480523
17804,1590000,1977914.957645313
23610,6599000,7826334.568287624
12578,159000,315656.08288595773
17988,11690000,9881505.38312769
23555,2550000,2201931.945884544
13980,2590000,2494729.3708057213
7889,1400000,748546.105853049
27931,565000,649107.6860296539
22786,966660,1735764.971393525
9173,985000,1413109.2592131968
303,3650000,2444015.1918631005
26716,2190000,2169130.308448621
3858,2890000,3097296.4185251594
3406,549000,592816.1250119348
2464,4040000,4034521.82685063
20141,1990000,2286154.745278266
23362,8490000,7287977.592314721
15352,2950000,2547531.610466701
218,4999999,5080460.56183745
5298,5590000,4532435.2655413505
15252,4990000,4340855.113961863
10845,3899999,4441514.68464456
24350,2800000,2911962.667571014
11829,5190000,5006776.6478406815
26512,100000,584779.148167915
4692,10490000,10047066.93160722
9632,1250000,1024476.6907611093
16612,980000,1034890.2765926213
24778,1700000,2483405.6236330923
2545,11490000,9834171.91090349
28022,2199000,1802469.8859627778
19829,780000,1222831.3631816441
21360,199000,967700.3546234665
10961,2090000,1932536.2856713003
13932,599000,371186.8189036418
7641,2100000,2171890.896125195
13719,8699000,10468803.574746558
10775,1949000,2589798.76706628
13943,1450000,1143133.2071046953
3070,9500000,9833701.07533894
27773,1949000,2118755.473216744
16161,6300000,6197978.961206934
7139,1390000,2543156.475571696
21582,8800000,9939693.3158626
2698,1990000,2039691.6736343834
16294,8199000,8731305.943022104
8577,650000,415252.6744297734
26936,5199000,6591356.82044449
8581,2199000,2171525.566442232
15748,8298275,9379771.794482598
20227,1390000,1710060.104422427
13176,4990000,5341913.018705121
10993,4150000,4121883.1943378365
2108,9690000,10295922.01245386
25410,1449000,1381237.3123725795
25987,2899999,3502701.7203479405
26859,9590000,7360490.606699531
588,149000,1091271.1175610165
8563,11990000,12484753.716833625
19434,170000,338729.025675605
2616,199000,725106.1122324687
19120,1990000,1663608.4866419844
21357,550000,604531.1952892186
1764,1585000,2224125.098952777
17132,350000,442720.8236772334
25727,2199000,2183103.030103642
27301,5250000,4460172.900134251
18236,599000,1015013.4571737164
8,1450000,2062234.580057141
9012,1399999,2210376.0331676165
24313,980000,1392822.2274815089
23592,385000,585756.9637656462
10547,529000,1313748.3148982076
21767,3399000,3445993.184181484
4188,145000,315656.08288595773
25231,950000,989480.3438308316
7952,1290000,1493310.44370024
17156,1450000,1610074.47343472
21856,1899000,1889774.1882036435
7671,15990000,12037531.566093657
17511,1399900,1850733.9070393185
16120,2090000,2201621.742883833
19709,75000,315656.08288595773
6159,1000000,1687517.701964111
4002,1990000,2161961.3842992624
1864,9419100,9948423.421118738
7479,1290000,2555887.073219126
9459,7900000,5651517.292603421
11086,4999000,4885075.673687675
11281,2290000,2179955.576014628
24642,1999900,2370946.8964162944
6457,2800000,2558543.680282366
20549,2790000,2552044.754450706
20146,370000,400633.312104813
26579,2980000,2396407.5416144775
28253,2090000,1726885.3934736506
15620,5200000,2593349.4277382623
15244,950000,953555.5180581214
13878,550000,1023473.3847760274
5886,1465000,1704135.7763623355
21580,1589000,1697797.6629346898
23244,1498000,2361711.9341527293
25907,1399000,1545357.5775626947
23671,2580000,2711011.111597033
19461,1590000,2024712.379479628
14795,140000,315656.08288595773
19483,2499999,2275088.1523721917
24466,1969000,2063401.0159058566
19020,2190000,2297528.5268967566
11244,2298000,1697385.1706149583
28174,7990000,7623213.330744039
23947,395000,1436081.5431213717
3720,9470000,9907857.61907606
18604,140000,315656.08288595773
18160,2100000,1823666.7868179188
16773,950000,1439821.6827827203
2148,590000,670462.3586852555
26141,2789000,2712206.919231641
20719,3490000,3356013.0603931025
13911,390000,405066.29820960487
17208,199000,315656.08288595773
9047,2190000,2262385.114246906
21851,1790000,1226236.7632419574
12948,9790000,11302734.205549514
8047,1690000,1952380.5476773013
12716,550000,353881.1347551724
24429,570000,783836.0570688708
11873,1990000,1939044.217704996
4118,149000,600971.144427779
17158,549000,461811.68257783086
4596,950000,1074807.8699290508
18738,2899999,2500907.0087464224
25091,7799999,8816658.518165508
19566,590000,1145586.5780541538
18622,3499000,2446104.0008536554
19125,1998000,1984605.3125944238
12564,13290000,10932413.391325502
23711,2500000,2922478.0701954355
27647,590000,585756.9637656462
17924,1549000,1625775.0742960605
15513,16999000,13007208.032953642
462,1295000,1190373.2219580463
2850,8590000,9663621.555151222
22176,1599000,1576430.2558928924
16955,2499000,2490797.288510302
15739,4990000,5296689.606773653
6541,1950000,2100228.9346338306
6903,1280000,1517752.3061643362
2097,2290000,2800164.8914109217
14655,4150000,2796984.85982578
5392,8030000,8220808.231783531
4392,11150000,9484733.092103591
10756,2900000,3500466.0944790286
802,2098000,2309168.856516811
24383,1989000,2411449.159811308
19592,3650000,3295342.700955168
25668,2290000,2444347.627235616
25576,1444444,1690424.9493774874
13346,7990000,8560179.549538946
1412,8779036,9465111.36876322
7170,1590000,1532865.2881728383
3953,2298000,2459801.770784191
26066,1999000,2959542.282132213
24825,2950000,2460828.142196804
22284,1690000,1876258.113050095
14042,375000,714178.1604425415
3488,139000,315656.08288595773
2169,6990000,8043518.675444716
23521,1990000,1172923.6872493436
23169,950000,2007936.5420677965
1112,950000,1675442.0785814861
9891,1598000,1411134.7248519831
21425,149999,315656.08288595773
23448,1250000,1180454.547218475
27968,550000,441265.420326104
27428,599000,1088972.656567492
28072,8499000,8514375.95115807
7086,7800000,7601975.049656774
837,529000,1298529.5339543994
2889,9800000,8694897.370088367
23409,2499000,1572808.61853397
26998,2077000,1893454.231732671
314,2849000,2422554.058430198
5002,26990000,25603698.975528914
8394,965000,1287478.1021535785
9082,1690000,1850964.9654720433
466,5999900,5895941.154042099
3989,1450000,1795112.3998420744
23249,4134000,4025814.1637694337
21570,110000,353881.1347551724
3242,147000,315656.08288595773
8163,2750000,2704599.3222278995
2295,949000,1141682.1077817718
22826,1500000,2811624.8931796323
11038,2747000,2470881.078555041
2658,6950000,7016100.465731726
17248,7809230,8209454.784550866
16305,180000,334472.3140746446
7988,550000,321222.6444669381
20756,220000,693127.2107003853
20830,5199000,3615761.0959807006
10351,7950000,7404022.524617792
11504,8490000,8303028.8867609445
542,1490000,1424092.335017455
17789,80000,256470.7647203624
24547,4999000,5194742.50715379
19868,2899999,2649758.5557297147
6721,2049000,1872826.5986112307
27639,150000,348559.557851839
3183,2500000,2452264.114177278
13961,2099000,1895361.0680073462
18057,2199000,2151584.7806360964
27660,1899000,2307120.8628258863
12365,1399999,1805640.9877998421
23801,1250000,2012033.3115706684
21910,5199000,7750400.0487813745
21587,599000,443035.0229430634
9980,130000,315656.08288595773
22937,390000,2069951.3492963314
9196,7889999,7076444.543235724
11179,1999000,2104613.404558143
4080,1999000,1989765.7081960866
4260,150000,326499.8449224417
24832,2645000,2728551.0052625323
7661,2000000,2113503.5984561224
19596,2250000,2182836.3045195495
25285,979000,2080773.3737741844
15239,1690000,1172669.136131596
9991,1489000,1507894.9192893126
15553,567000,403674.4563357569
10197,365000,412261.2111845071
1608,1790000,1733635.229324941
15247,1690000,1298535.6113143624
24971,2050000,2525577.896226994
12025,2799000,2245112.1819617976
7568,1420000,1622221.4925251838
26656,4998000,5317273.619072975
7747,27700000,25947742.49106793
6657,21490000,22554398.776647225
2592,5103000,5247219.254682205
25555,1490000,1239476.5276504352
10854,2999000,2447415.7268890883
1932,120000,315656.08288595773
17614,1490000,2020281.270066368
22844,2490000,1747803.471244292
25510,1250000,1541495.3418858766
25044,800000,351202.1141922063
16699,2199000,2471388.8147391775
16539,1990000,1841884.9182175887
28018,27400000,24999881.428800277
5479,2000000,2187858.4462085604
25409,2570000,2439614.0620580674
12329,150000,338729.025675605
16392,1589000,797075.8289701022
6551,4990000,8124040.584817468
22248,390000,354336.51590786345
12828,180000,315656.08288595773
5666,4250000,3422989.8180960123
23770,2590000,2276494.463743277
1539,1990000,2329969.72815458
21506,6700000,5950561.519332566
9581,1399999,1511573.4084056627
22850,2849000,2299566.855130889
2774,19990000,19881226.39001502
25527,2775000,2505459.4776804466
26368,1850000,1930661.8208918076
21293,315000,317345.27355595434
20287,1549000,2365882.5417130454
